0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55938	-0.138496	1.42309	-0.126391	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
2.09427	0.158966	2.08136	0.173523	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89599	-0.133073	-2.46346	-0.874642	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
-3.9319	-2.63383	-2.4601	0.581704	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85857	0.414609	14.7206	5.97994	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
11.0668	-11.753	3.67424	-2.37835	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07885	0.592397	-8.56517	7.37681	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
-35.0594	-17.6836	-5.56174	-3.64771	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5735	1.66659	30.8149	7.0585	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
14.917	-13.9597	1.84367	3.53698	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5924	2.31201	-6.54226	0.937826	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
-16.7214	-7.35095	-2.35632	-0.565067	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6449	2.90311	23.2014	-1.75696	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
17.9839	27.6504	17.0334	269.08	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0108	3.70547	-7.48863	-1.02786	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
-19.2323	-5.73656	-2.2536	-2.26223	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3309	4.73208	26.0787	-0.6179	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
22.3166	55.9215	2.95314	10.0036	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0788	5.57037	-8.1431	-62.8251	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
-781.855	46.6437	-47.1803	4.18575	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6042	6.96103	192.639	-4.31428	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
39.4062	635.047	3.77758	27.9743	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5865	8.08833	-10.8901	-103.37	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
-1524.33	94.3448	-72.0736	5.83854	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9406	9.88019	294.606	-10.0672	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
77.4178	1411.67	4.93929	56.2392	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6157	10.6992	-14.1427	-167.247	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
-2876.63	164.818	-116.291	8.08659	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1394	12.0884	444.5	-16.1281	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
140.036	2933.5	7.10798	104.785	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3286	13.467	-17.7962	-231.386	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
