0	0	0	0	0	0	0	0	0	0
0	-1.5708	0	-4.25399e-09	0	0	0	0	0	0
1.55945	-0.138501	1.55945	1.43229	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.72741	-0.138501	2.4133	1.43229	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89542	-0.106167	1.49712	-4.16754	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.95379	0.083975	2.53766	-3.43205	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85864	0.428037	3.63297	-1.31997	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.78222	0.448632	2.51795	-1.25839	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.08025	0.584989	1.86151	1.36164	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.03862	0.655829	2.43352	1.53596	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5756	1.64518	2.53397	4.19981	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5534	1.60951	1.90033	4.43521	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5984	2.31659	1.10281	-0.0070984	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.594	2.27818	2.56634	0.156711	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6365	2.89677	4.39665	1.54352	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.5805	2.88812	2.537	1.22451	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0141	3.70365	1.91096	1.09319	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0842	3.7235	2.32385	1.16365	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.333	4.73297	1.98896	0.87206	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.3844	4.74203	2.6497	1.00119	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0762	5.58061	3.06264	-0.773771	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
