8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44819	0.251549	-0.00718616	0.00394467	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47234	0.239462	0.00281226	-0.1273	8.56759	0.241943	8.45	0.25	0	0
8.46373	0.25259	-0.0114981	0.0123465	8.45582	0.253997	8.45	0.25	0	0
8.21565	0.247391	-1.48228	-0.0329878	8.42544	0.254042	8.35	0.25	-1.81979	0
8.05199	0.243763	-0.862906	-0.0179488	8.23962	0.24916	8.25	0.25	-1.81978	0
7.26219	0.190158	-3.34605	-0.178511	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.28554	0.14525	0.630744	-0.0968626	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
6.72248	0.132672	-2.69656	-0.036676	7.61269	0.155818	7.7	0.15	-2.99982	0
7.10673	0.153538	3.06133	0.0632225	7.54016	0.159641	7.55	0.15	-2.99982	0
7.16229	0.095315	-1.52113	-0.193296	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.19447	0.0300571	1.97261	-0.0669193	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
6.73023	0.00817109	-2.42326	-0.0195519	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
6.8404	-0.0505174	5.9098	-0.136926	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
5.56021	-0.147256	-1.116	-0.204151	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.73696	-0.259353	5.38663	-0.14675	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
5.96048	-0.375906	-1.57468	-0.401032	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.56355	-0.473519	4.91546	0.308379	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.29744	0.764613	-0.924095	-20.087	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.53782	-0.634856	2.00161	-0.722702	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.32464	-0.778737	-0.205143	0.423468	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
