8.46292	0.243462	-3.03909	-0.087429	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44793	0.251531	-2.49129	-0.0376738	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47229	0.239914	0.002453	-0.122765	8.56759	0.241943	8.45	0.25	0	0
8.46369	0.252574	-0.0117291	0.0124397	8.45582	0.253997	8.45	0.25	0	0
8.21556	0.247733	-1.48232	-0.0318489	8.42544	0.254042	8.35	0.25	-1.81979	0
8.05193	0.243881	-0.862745	-0.0180362	8.23962	0.24916	8.25	0.25	-1.81978	0
7.26214	0.190372	-3.34606	-0.178279	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.28553	0.14538	0.630863	-0.0977729	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
6.72241	0.129582	-2.6969	-0.045279	7.61269	0.155818	7.7	0.15	-2.99982	0
7.10668	0.151879	3.06163	0.0798168	7.54016	0.159641	7.55	0.15	-2.99982	0
7.16236	0.0958749	-1.52093	-0.194578	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.1945	0.0299612	1.97222	-0.0664964	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
6.73003	0.0065218	-2.42335	-0.0243775	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
6.84039	-0.0511964	5.91019	-0.118527	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
5.56007	-0.150674	-1.11606	-0.213692	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.73696	-0.259648	5.38698	-0.135816	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
5.96034	-0.38078	-1.57425	-0.425677	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.56352	-0.474736	4.91686	0.364841	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.2942	0.849551	-0.845366	-21.3936	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.53782	-0.633946	1.99776	-0.752661	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.32745	-0.772269	-0.190966	0.48558	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.4466	-1.06571	1.34147	1.0361	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.47889	-1.45411	-0.972816	-0.803577	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.24124	-1.26845	1.77092	2.77588	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
7.46013	-2.45973	2.50983	1.53494	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.40899	-1.64405	-9.40637	-1.7773	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
-8.86536	2.0552	4.02997	-1.1359	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.20045	-1.97635	21.469	3.11365	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
7.10846	-12.5402	3.89201	-16.4951	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.36194	-0.834388	-25.0619	-200.508	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
91.9631	-20.0626	-2.76039	2.41459	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.3068	-2.56288	7.93643	10.1783	6.34927	-2.55175	6.35	-2.55	0	-2.72611
20.8046	-16.5935	9.90322	-3.81673	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.51993	-2.88211	-44.7642	23.4488	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
-8.92335	-2.39516	-1.90407	0.586277	6.46536	-3.00452	6.45	-3	0	-2.99754
6.39333	-3.12869	32.5909	-12.0882	6.44119	-3.14955	6.45	-3.15	0	-2.99754
4.78759	-7.48443	-0.945697	-9.37536	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.54901	-3.47756	-3.16105	9.80189	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
33.4364	7.09712	5.53301	9.37377	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.77964	-3.69682	-26.8915	-47.2385	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
